Silkbase_id,NCBI_id,TF,KEGG_id,Silkbase_description,GO_description,KEGG_description
KWMTBOMO00133,NA,_,101745010,PREDICTED:_uncharacterized_protein_LOC101745010_[Bombyx_mori],GO:0003676|nucleic acid binding|molecular function;GO:0015074|DNA integration|biological process,NA
KWMTBOMO00134,NA,_,101741570,PREDICTED:_RNA-binding_protein_41_isoform_X1_[Monodelphis_domestica],GO:0003676|nucleic acid binding|molecular function,protein suppressor of forked isoform X1sK14408 CSTF3; cleavage stimulation factor subunit 3
KWMTBOMO00135,LOC101745159,_,101745159,"PREDICTED:_arf-GAP_with_Rho-GAP_domain,_ANK_repeat_and_PH_domain-containing_protein_2_[Bombyx_mori]",-,NA
KWMTBOMO00136,NA,_,105842661,endonuclease_and_reverse_transcriptase-like_protein_[Bombyx_mori],-,NA
KWMTBOMO00137,NA,_,101745159,"PREDICTED:_arf-GAP_with_Rho-GAP_domain,_ANK_repeat_and_PH_domain-containing_protein_2_[Bombyx_mori]",-,NA
KWMTBOMO00138,NA,_,101735568,PREDICTED:_uncharacterized_protein_LOC106138993_[Amyelois_transitella],GO:0003676|nucleic acid binding|molecular function;GO:0004190|aspartic-type endopeptidase activity|molecular function;GO:0006508|proteolysis|biological process;GO:0008270|zinc ion binding|molecular function,NA
KWMTBOMO00139,NA,_,101745159,"PREDICTED:_arf-GAP_with_Rho-GAP_domain,_ANK_repeat_and_PH_domain-containing_protein_2_[Bombyx_mori]",GO:0007165|signal transduction|biological process,NA
KWMTBOMO00140,LOC101745445,_,101745445,"PREDICTED:_dynein_heavy_chain_5,_axonemal-like_[Bombyx_mori]",GO:0003777|microtubule motor activity|molecular function;GO:0007018|microtubule-based movement|biological process,NA
KWMTBOMO00141,LOC101738102,_,101738102,NA,-,NA
KWMTBOMO00142,LOC101738234,_,101738234,NA,-,NA
KWMTBOMO00143,NA,_,101738381,"Dynein_heavy_chain_5,_axonemal_[Papilio_xuthus]",GO:0003777|microtubule motor activity|molecular function;GO:0007018|microtubule-based movement|biological process,heterogeneous nuclear ribonucleoprotein L isoform X2sK13159 HNRNPL; heterogeneous nuclear ribonucleoprotein L
KWMTBOMO00144,NA,_,101738460,"PREDICTED:_LOW_QUALITY_PROTEIN:_dynein_heavy_chain_5,_axonemal_[Plutella_xylostella]",GO:0003777|microtubule motor activity|molecular function;GO:0005524|ATP binding|molecular function;GO:0007018|microtubule-based movement|biological process,dynein heavy chain 5sK10408 DNAH; dynein axonemal heavy chain
KWMTBOMO00145,LOC101738460,_,101738460,"PREDICTED:_dynein_heavy_chain_5,_axonemal_[Papilio_polytes]",GO:0003777|microtubule motor activity|molecular function;GO:0005524|ATP binding|molecular function;GO:0007018|microtubule-based movement|biological process;GO:0030286|dynein complex|cellular component,dynein heavy chain 5sK10408 DNAH; dynein axonemal heavy chain
KWMTBOMO00146,LOC101738591,_,101738591,"PREDICTED:_ADP,ATP_carrier_protein-like_[Amyelois_transitella]",-,"ADPsK05863 SLC25A4S; solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31"
KWMTBOMO00147,LOC732866,_,732866,PREDICTED:_ATP-binding_cassette_sub-family_F_member_2_isoform_X1_[Bombyx_mori],GO:0005524|ATP binding|molecular function;GO:0016887|ATPase activity|molecular function,"ATP-binding cassette sub-family F member 2sK06185 ABCF2; ATP-binding cassette, subfamily F, member 2"
KWMTBOMO00148,LOC101738820,_,101738820,PREDICTED:_calcium-binding_mitochondrial_carrier_protein_SCaMC-2_isoform_X2_[Bombyx_mori],-,"calcium-binding mitochondrial carrier protein SCaMC-2 isoform X3sK14684 SLC25A23S; solute carrier family 25 (mitochondrial phosphate transporter), member 23/24/25/41"
KWMTBOMO00149,NA,_,100101184,mariner_transposase_[Bombyx_mori],-,NA
KWMTBOMO00150,NA,_,105841253,PREDICTED:_calcium-binding_mitochondrial_carrier_protein_SCaMC-2-like_isoform_X1_[Bombyx_mori],GO:0005509|calcium ion binding|molecular function,NA
KWMTBOMO00151,LOC101739052,RXR-like,101739052,PREDICTED:_nuclear_receptor_subfamily_2_group_E_member_1_[Amyelois_transitella],"GO:0003700|DNA-binding transcription factor activity|molecular function;GO:0005634|nucleus|cellular component;GO:0006355|regulation of transcription, DNA-templated|biological process;GO:0008270|zinc ion binding|molecular function;GO:0043565|sequence-specific DNA binding|molecular function",nuclear receptor subfamily 2 group E member 1 isoform X1sK08545 NR2E1; nuclear receptor subfamily 2 group E member 1
KWMTBOMO00152,LOC101739198,_,101739198,PREDICTED:_ras-related_and_estrogen-regulated_growth_inhibitor_[Papilio_polytes],GO:0003924|GTPase activity|molecular function;GO:0005525|GTP binding|molecular function;GO:0007165|signal transduction|biological process;GO:0016020|membrane|cellular component,ras-related and estrogen-regulated growth inhibitorsK07852 RASL11A; Ras-like protein family member 11A
KWMTBOMO00153,LOC101745741,_,101745741,PREDICTED:_protein_GPR107_[Amyelois_transitella],GO:0016021|integral component of membrane|cellular component,protein GPR107sK22985 GPR107; G protein-coupled receptor 107
KWMTBOMO00154,LOC101739335,_,101739335,PREDICTED:_abhydrolase_domain-containing_protein_16A_isoform_X2_[Bombyx_mori],-,phosphatidylserine lipase ABHD16A isoform X1sK25824 ABHD16A; abhydrolase domain-containing protein 16A [EC:3.1.1.23 3.1.-.-]
KWMTBOMO00155,LOC101745886,_,101745886,PREDICTED:_aarF_domain-containing_protein_kinase_4_[Bombyx_mori],-,atypical kinase COQ8BsK08869 ADCK; aarF domain-containing kinase
KWMTBOMO00156,nwk,_,100616528,PREDICTED:_nervous_wreck_isoform_X1_[Bombyx_mori],GO:0005515|protein binding|molecular function,nwk; nervous wrecksK20125 FCHSD; F-BAR and double SH3 domains protein
KWMTBOMO00157,LOC101746022,_,105842510,PREDICTED:_PHD_finger_protein_rhinoceros-like_isoform_X1_[Bombyx_mori],-,NA
KWMTBOMO00158,LOC101746164,_,101746164,PREDICTED:_rho_GTPase-activating_protein_1-like_[Amyelois_transitella],GO:0007165|signal transduction|biological process,rho GTPase-activating protein 8sK18470 ARHGAP1; Rho GTPase-activating protein 1
KWMTBOMO00159,LOC733108,_,733108,PREDICTED:_peptidylprolyl_isomerase_isoform_X1_[Bombyx_mori],GO:0000413|protein peptidyl-prolyl isomerization|biological process;GO:0003755|peptidyl-prolyl cis-trans isomerase activity|molecular function;GO:0006457|protein folding|biological process,peptidylprolyl isomerasesK12733 PPIL1; peptidyl-prolyl cis-trans isomerase-like 1 [EC:5.2.1.8]
KWMTBOMO00160,LOC101746595,_,101746595,PREDICTED:_nuclear_pore_complex_protein_Nup153-like_[Bombyx_mori],-,nuclear pore complex protein Nup153 isoform X1sK14296 NUP153; nuclear pore complex protein Nup153
KWMTBOMO00161,NA,_,105841788,reverse_transcriptase_[Bombyx_mori],-,NA
KWMTBOMO00162,NA,_,101740752,reverse_transcriptase_[Bombyx_mori],-,NA
KWMTBOMO00163,NA,_,105841788,gag-like_protein_[Bombyx_mori],-,NA
KWMTBOMO00164,NA,_,105841548,putative_RNA-directed_DNA_polymerase_from_transposon_BS-like_Protein_[Tribolium_castaneum],-,NA
KWMTBOMO00165,LOC101738352,zf-C2H2,101738352,PREDICTED:_zinc_finger_protein_OZF-like_[Bombyx_mori],GO:0003676|nucleic acid binding|molecular function,zinc finger protein SNAI2sK09219 SCRT; scratch
KWMTBOMO00166,LOC101738623,zf-C2H2,101738623,"PREDICTED:_transcriptional_repressor_scratch_2-like,_partial_[Bombyx_mori]",GO:0003676|nucleic acid binding|molecular function,NA
KWMTBOMO00167,LOC101738756,_,101738756,PREDICTED:_JNK-interacting_protein_3_isoform_X2_[Bombyx_mori],GO:0005078|MAP-kinase scaffold activity|molecular function;GO:0005515|protein binding|molecular function,JNK-interacting protein 3 isoform X1sK20317 SPAG9; c-Jun-amino-terminal kinase-interacting protein 4
KWMTBOMO00168,DnaJ-18,_,101741444,uncharacterized_protein_LOC101741444_[Bombyx_mori],-,DnaJ-18; uncharacterized protein LOC101741444sK19370 DNAJC22; DnaJ homolog subfamily C member 22
KWMTBOMO00169,LOC101741679,_,101741679,PREDICTED:_epidermal_growth_factor_receptor_isoform_X2_[Amyelois_transitella],GO:0004672|protein kinase activity|molecular function;GO:0004713|protein tyrosine kinase activity|molecular function;GO:0004714|transmembrane receptor protein tyrosine kinase activity|molecular function;GO:0005524|ATP binding|molecular function;GO:0006468|protein phosphorylation|biological process;GO:0007169|transmembrane receptor protein tyrosine kinase signaling pathway|biological process;GO:0016020|membrane|cellular component;GO:0016021|integral component of membrane|cellular component,epidermal growth factor receptor isoform X2sK04361 EGFR; epidermal growth factor receptor [EC:2.7.10.1]
KWMTBOMO00170,LOC101741586,_,101741822,PREDICTED:_uncharacterized_protein_LOC106133963_[Amyelois_transitella],-,NA
KWMTBOMO00171,LOC100174848,_,100174848,paramyosin_[Bombyx_mandarina],GO:0003774|motor activity|molecular function;GO:0016459|myosin complex|cellular component,NA
KWMTBOMO00172,LOC110385829,_,101739187,PREDICTED:_uncharacterized_protein_LOC101739187_[Bombyx_mori],-,uncharacterized protein LOC101739187 isoform X1sK23939 FHOD3; FH1/FH2 domain-containing protein 3
KWMTBOMO00173,NA,_,101743597,endonuclease-reverse_transcriptase_[Bombyx_mori],-,unconventional myosin-IXAa isoform X1sK16677 DACHS; dachs
KWMTBOMO00174,LOC101739187,_,101739187,PREDICTED:_uncharacterized_protein_LOC101739187_[Bombyx_mori],-,uncharacterized protein LOC101739187 isoform X1sK23939 FHOD3; FH1/FH2 domain-containing protein 3
KWMTBOMO00175,NA,_,101739187,PREDICTED:_uncharacterized_protein_LOC101739187_[Bombyx_mori],-,uncharacterized protein LOC101739187 isoform X1sK23939 FHOD3; FH1/FH2 domain-containing protein 3
KWMTBOMO00176,LOC101741973,_,101741973,hypothetical_protein_KGM_15207_[Danaus_plexippus],-,NA
KWMTBOMO00177,LOC101742113,_,101742113,PREDICTED:_TGF-beta_receptor_type-1_isoform_X2_[Bombyx_mori],GO:0004672|protein kinase activity|molecular function;GO:0004675|transmembrane receptor protein serine/threonine kinase activity|molecular function;GO:0005524|ATP binding|molecular function;GO:0006468|protein phosphorylation|biological process;GO:0007178|transmembrane receptor protein serine/threonine kinase signaling pathway|biological process;GO:0016020|membrane|cellular component,TGF-beta receptor type-1 isoform X3sK04674 TGFBR1; TGF-beta receptor type-1 [EC:2.7.11.30]
KWMTBOMO00178,NA,_,100329155,PREDICTED:_phospholipase_C_gamma_isoform_X1_[Bombyx_mori],GO:0004435|phosphatidylinositol phospholipase C activity|molecular function;GO:0005515|protein binding|molecular function;GO:0006629|lipid metabolic process|biological process;GO:0007165|signal transduction|biological process;GO:0008081|phosphoric diester hydrolase activity|molecular function;GO:0035556|intracellular signal transduction|biological process,"PLCg; phospholipase C gammasK01116 PLCG1; phosphatidylinositol phospholipase C, gamma-1 [EC:3.1.4.11]"
KWMTBOMO00179,PLCg,_,100329155,PREDICTED:_phospholipase_C_gamma_isoform_X2_[Bombyx_mori],GO:0005509|calcium ion binding|molecular function;GO:0006629|lipid metabolic process|biological process;GO:0008081|phosphoric diester hydrolase activity|molecular function;GO:0035556|intracellular signal transduction|biological process,"PLCg; phospholipase C gammasK01116 PLCG1; phosphatidylinositol phospholipase C, gamma-1 [EC:3.1.4.11]"
KWMTBOMO00180,LOC101739325,_,105841231,PREDICTED:_PAB-dependent_poly(A)-specific_ribonuclease_subunit_PAN3_[Amyelois_transitella],GO:0000289|nuclear-transcribed mRNA poly(A) tail shortening|biological process;GO:0003723|RNA binding|molecular function;GO:0004672|protein kinase activity|molecular function;GO:0005524|ATP binding|molecular function;GO:0006397|mRNA processing|biological process;GO:0006468|protein phosphorylation|biological process;GO:0031251|PAN complex|cellular component,PAN2-PAN3 deadenylation complex subunit PAN3 isoform X3sK12572 PAN3; PAB-dependent poly(A)-specific ribonuclease subunit 3
KWMTBOMO00181,LOC101742407,_,101742407,PREDICTED:_syntaxin-7_[Amyelois_transitella],GO:0005484|SNAP receptor activity|molecular function;GO:0006886|intracellular protein transport|biological process;GO:0016020|membrane|cellular component;GO:0016192|vesicle-mediated transport|biological process,syntaxin-7sK08488 STX7; syntaxin 7
KWMTBOMO00182,LOC101742896,_,101742896,PREDICTED:_protein_NDRG3-like_isoform_X2_[Bombyx_mori],-,NA
KWMTBOMO00183,NA,_,105842112,gag-like_protein_[Bombyx_mori],GO:0003676|nucleic acid binding|molecular function;GO:0008270|zinc ion binding|molecular function,NA
KWMTBOMO00184,Fkbp13,_,100141467,FK506-binding_protein_precursor_[Bombyx_mori],GO:0003755|peptidyl-prolyl cis-trans isomerase activity|molecular function;GO:0005509|calcium ion binding|molecular function,Fkbp13; FK506-binding protein precursorsK09577 FKBP14; FK506-binding protein 14 [EC:5.2.1.8]
KWMTBOMO00185,NA,_,105842112,reverse_transcriptase_[Bombyx_mori],GO:0003676|nucleic acid binding|molecular function;GO:0008270|zinc ion binding|molecular function,NA
KWMTBOMO00186,Hepa,_,100141461,heparanase-like_protein_[Bombyx_mori],"GO:0016020|membrane|cellular component;GO:0016798|hydrolase activity, acting on glycosyl bonds|molecular function",Hepa; heparanase-like proteinsK07964 HPSE; heparanase [EC:3.2.1.166]
KWMTBOMO00187,Hig,_,100141455,PREDICTED:_hikaru_genki_isoform_X1_[Bombyx_mori],-,NA
KWMTBOMO00188,Cap-d3,_,100141463,PREDICTED:_glycosyltransferase_25_family_member_isoform_X1_[Amyelois_transitella],-,"Cap-d3; chromosome associated protein D3sK11703 GLT25D; collagen beta-1,O-galactosyltransferase [EC:2.4.1.50]"
KWMTBOMO00189,Lap,_,100141459,PREDICTED:_projectin-like_protein_isoform_X1_[Bombyx_mori],GO:0004177|aminopeptidase activity|molecular function;GO:0005515|protein binding|molecular function;GO:0005737|cytoplasm|cellular component;GO:0006508|proteolysis|biological process;GO:0008235|metalloexopeptidase activity|molecular function;GO:0019538|protein metabolic process|biological process;GO:0030145|manganese ion binding|molecular function,Lap; leucyl aminopeptidase-like proteinsK11142 LAP3; cytosol aminopeptidase [EC:3.4.11.1 3.4.11.5]
KWMTBOMO00190,Kettin,_,692378,kettin_protein_[Danaus_plexippus],-,Kettin; kettin proteinsK12567 TTN; titin [EC:2.7.11.1]
KWMTBOMO00191,Titin2,_,100049060,titin2_[Bombyx_mori],GO:0005515|protein binding|molecular function,NA
KWMTBOMO00192,Miple,_,100141466,pleiotrophin-like_protein_precursor_[Bombyx_mori],GO:0008083|growth factor activity|molecular function,Miple; pleiotrophin-like protein precursorsK16642 PTN; pleiotrophin
KWMTBOMO00193,NA,_,101740752,AF461149_1_transposase_[Bombyx_mori],-,NA
KWMTBOMO00194,LOC101739467,_,101739467,PREDICTED:_uncharacterized_protein_LOC101739467_[Bombyx_mori],-,NA
KWMTBOMO00195,Syx6,_,100141464,syntaxin_6_[Bombyx_mori],GO:0016020|membrane|cellular component;GO:0016192|vesicle-mediated transport|biological process;GO:0048193|Golgi vesicle transport|biological process,NA
KWMTBOMO00196,Pm-scl,_,100141462,PREDICTED:_exosome_component_10_[Amyelois_transitella],GO:0000176|nuclear exosome (RNase complex)|cellular component;GO:0003676|nucleic acid binding|molecular function;GO:0006139|nucleobase-containing compound metabolic process|biological process;GO:0006396|RNA processing|biological process;GO:0008408|3'-5' exonuclease activity|molecular function,Pm-scl; PM-Scl autoantigen-like proteinsK12591 RRP6; exosome complex exonuclease RRP6 [EC:3.1.13.-]
KWMTBOMO00197,NA,_,100141462,PREDICTED:_exosome_component_10_[Amyelois_transitella],GO:0000166|nucleotide binding|molecular function;GO:0003676|nucleic acid binding|molecular function;GO:0003824|catalytic activity|molecular function;GO:0044237|cellular metabolic process|biological process,Pm-scl; PM-Scl autoantigen-like proteinsK12591 RRP6; exosome complex exonuclease RRP6 [EC:3.1.13.-]
KWMTBOMO00198,LOC101739607,_,101739607,PREDICTED:_uncharacterized_protein_LOC101739607_[Bombyx_mori],-,NA
KWMTBOMO00199,Tkz,_,100141458,PREDICTED:_discoidin_domain-containing_receptor_2-like_isoform_X1_[Amyelois_transitella],GO:0004672|protein kinase activity|molecular function;GO:0004713|protein tyrosine kinase activity|molecular function;GO:0005524|ATP binding|molecular function;GO:0006468|protein phosphorylation|biological process,Tkz; tyrosine kinase-like proteinsK05125 DDR2; discoidin domain receptor family member 2 [EC:2.7.10.1]
KWMTBOMO00200,Ubcd4,_,100141465,Ubiquitin_conjugating_enzyme_4_[Operophtera_brumata],GO:0005515|protein binding|molecular function,Ubcd4; ubiquitin conjugating enzyme 4sK04649 HIP2; ubiquitin-conjugating enzyme (huntingtin interacting protein 2) [EC:2.3.2.23]
KWMTBOMO00201,LOC101743037,_,101743037,bestrophin_2_[Spodoptera_littoralis],-,"bestrophin-4 isoform X1sK22204 BEST; bestrophin, other"
KWMTBOMO00202,LOC101743368,_,101743368,PREDICTED:_uncharacterized_protein_LOC106126261_[Papilio_xuthus],-,NA
KWMTBOMO00203,LOC101743510,CSD,101743510,PREDICTED:_cold_shock_domain-containing_protein_E1_isoform_X2_[Bombyx_mori],GO:0003676|nucleic acid binding|molecular function,NA
KWMTBOMO00204,LOC101739748,_,101739748,PREDICTED:_peptidoglycan-recognition_protein_1-like_isoform_X2_[Papilio_machaon],GO:0008270|zinc ion binding|molecular function;GO:0008745|N-acetylmuramoyl-L-alanine amidase activity|molecular function;GO:0009253|peptidoglycan catabolic process|biological process,NA
KWMTBOMO00205,LOC101739885,_,101739885,PREDICTED:_peptidoglycan-recognition_protein_LF-like_[Papilio_xuthus],GO:0008270|zinc ion binding|molecular function;GO:0008745|N-acetylmuramoyl-L-alanine amidase activity|molecular function;GO:0009253|peptidoglycan catabolic process|biological process,NA
KWMTBOMO00206,NA,_,105842249,endonuclease-reverse_transcriptase_[Bombyx_mori],-,NA
KWMTBOMO00207,NA,_,101739885,PREDICTED:_uncharacterized_protein_LOC101739885_isoform_X2_[Bombyx_mori],-,NA
KWMTBOMO00208,LOC101743847,_,101743847,PREDICTED:_peptidoglycan-recognition_protein_1-like_isoform_X2_[Papilio_machaon],GO:0008270|zinc ion binding|molecular function;GO:0008745|N-acetylmuramoyl-L-alanine amidase activity|molecular function;GO:0009253|peptidoglycan catabolic process|biological process,NA
KWMTBOMO00209,LOC101744139,_,101744139,PREDICTED:_UNC93-like_protein_[Amyelois_transitella],-,NA
KWMTBOMO00210,DnaJ-17,_,101744278,uncharacterized_protein_LOC101744278_[Bombyx_mori],-,DnaJ-17; uncharacterized protein LOC101744278sK09531 DNAJC11; DnaJ homolog subfamily C member 11
KWMTBOMO00211,LOC101744420,_,101744420,PREDICTED:_WD_repeat-containing_protein_47_[Papilio_xuthus],GO:0005515|protein binding|molecular function,WD repeat-containing protein 47sK24746 WDR47; WD repeat-containing protein 47
